CSUS	10678	B
CSUS	23667	C
CSUS	43	C
CSUS	32833	A
CSUS	33054	C
CSUS	10307	C
CSUS	67967	C
CSUS	142163	C
CSUS	1259	C
CSUS	14602	C
CSUS	18934	C
CSUS	27279	C
CSUS	34936	C
CSUS	35923	C
CSUS	18463	A
CSUK	50756	A
CSAU	7302	B
CSUS	36136	B
CSUS	74675	C
CSUS	13644	B
CSUS	11495	C
CSUK	18566	C
CSUK	20739	C
CSUS	1781	B
CSUS	89351	C
CSUS	28036	C
CSUS	32637	C
CSUS	56978	C
CSUS	37376	A
CSUS	147740	A
CSUS	6204	B
CSUK	17973	C
CSUS	37878	B
CSUS	18552	C
CSUS	29470	C
CSUS	69350	C
CSUS	15594	C
CSUS	1033	B
CSUS	17176	B
CSUK	272	B
CSAU	7130	C
CSUS	10542	C
CSUK	40232	C
CSUS	76763	C
CSUS	31582	B
CSUS	1691	C
CSUS	27586	C
CSUS	35315	C
CSUS	17471	C
CSUS	39724	B
CSUS	30018	C
CSUS	34667	C
CSUS	57068	C
CSAU	31370	C
CSIN	42344	C
CSCA	110310	C
CSUS	3978	B
CSUS	393	B
CSUS	1048	B
CSUS	55718	B
CSAU	16475	B
CSUS	9710	B
CSUK	798	C
CSUS	25044	B
CSUS	8857	B
CSUS	146444	B
CSUS	33676	C
CSUS	36835	B
CSUS	18665	C
CSCA	112982	C
CSUS	18089	C
CSUS	70682	C
CSUS	130859	C
CSUS	30809	B
CSUS	14704	C
CSUS	32660	B
CSCA	114753	B
CSCA	110697	C
CSUS	12324	C
CSUS	138233	C
CSUS	16111	C
CSUS	4088	B
CSAU	21524	B
CSUK	12272	C
CSUS|CSAU	12241|7055	C
CSUS	28802	C
CSUS	23623	C
CSUS	5273	C
CSUK	16959	C
CSUS	3490	C
CSUS|CSAU	17634|33047	C
CSUS	12518	C
CSUS	27020	C
CSUS	30491	C
CSUS	36477	C
CSUS	33097	C
CSUS	135368	A
CSUS	11650	B
CSUK	15919	C
CSUS	87917	C
CSCA	113863	B
CSUS	12857	C
