17387,CSUS,11546
17572,CSUS,11547
17573,CSUS,11548
17602,CSUS,11549
17629,CSUS,11550
17903,CSUS,11551
17970,CSUS,11552
18272,CSUS,11553
18371,CSUS,11554
18521,CSUS,11555
18599,CSUS,11556
19094,CSUS,11557
19224,CSUS,11558
19562,CSUS,11559
19711,CSUS,11560
19728,CSUS,11561
21009,CSUS,11562
21074,CSUS,11563
21189,CSUS,11564
22970,CSUS,11565
23839,CSUS,11566
23919,CSUS,11567
23925,CSUS,11568
25158,CSUS,11569
25308,CSUS,11570
25624,CSUS,11571
25732,CSUS,11572
25952,CSUS,11573
26036,CSUS,11574
26223,CSUS,11575
28787,CSUS,11576
30317,CSUS,11577
31325,CSUS,11578
31517,CSUS,11579
31566,CSUS,11580
31628,CSUS,11581
32081,CSUS,11582
32200,CSUS,11583
32563,CSUS,11584
33720,CSUS,11585
33806,CSUS,11586
35226,CSUS,11587
35463,CSUS,11588
35739,CSUS,11589
36088,CSUS,11590
36129,CSUS,11591
36282,CSUS,11592
36285,CSUS,11593
36900,CSUS,11594
37279,CSUS,11595
37939,CSUS,11596
38174,CSUS,11597
39196,CSUS,11598
39459,CSUS,11599
39663,CSUS,11600
39843,CSUS,11601
40154,CSUS,11602
42437,CSUS,11603
50282,CSUS,11604
51713,CSUS,11605
55061,CSUS,11606
55490,CSUS,11607
55505,CSUS,11608
55811,CSUS,11609
56672,CSUS,11610
59354,CSUS,11611
59480,CSUS,11612
59501,CSUS,11613
62639,CSUS,11614
66071,CSUS,11615
66953,CSUS,11616
69680,CSUS,11617
73712,CSUS,11618
75461,CSUS,11619
75989,CSUS,11620
89429,CSUS,11621
90059,CSUS,11622
90365,CSUS,11623
90833,CSUS,11624
91058,CSUS,11625
98087,CSUS,11626
103931,CSUS,11627
109364,CSUS,11628
110600,CSUS,11629
111650,CSUS,11630
114239,CSUS,11631
120896,CSUS,11632
123509,CSUS,11633
125420,CSUS,11634
127109,CSUS,11635
127262,CSUS,11636
129383,CSUS,11637
133262,CSUS,11638
137477,CSUS,11639
137717,CSUS,11640
139799,CSUS,11641
140144,CSUS,11642
143381,CSUS,11643
143954,CSUS,11644
148190,CSUS,11645
148316,CSUS,11646
148322,CSUS,11647
148325,CSUS,11648
148328,CSUS,11649
148331,CSUS,11650
148334,CSUS,11651
148337,CSUS,11652
148349,CSUS,11653
148352,CSUS,11654
148361,CSUS,11655
148364,CSUS,11656
148367,CSUS,11657
148370,CSUS,11658
148376,CSUS,11659
148379,CSUS,11660
148382,CSUS,11661
148385,CSUS,11662
148388,CSUS,11663
148412,CSUS,11664
148736,CSUS,11665
148928,CSUS,11666
148946,CSUS,11667
149714,CSUS,11668
149723,CSUS,11669
149726,CSUS,11670
149747,CSUS,11671
150047,CSUS,11672
151493,CSUS,11673
151496,CSUS,11674
151583,CSUS,11675
152057,CSUS,11676
7061,CSAU,11677
7091,CSAU,11678
7535,CSAU,11679
8007,CSAU,11680
8702,CSAU,11681
11247,CSAU,11682
13201,CSAU,11683
13789,CSAU,11684
15119,CSAU,11685
16340,CSAU,11686
30659,CSAU,11687
31442,CSAU,11688
31448,CSAU,11689
110123,CSCA,11690
110140,CSCA,11691
110144,CSCA,11692
110175,CSCA,11693
110195,CSCA,11694
110268,CSCA,11695
110323,CSCA,11696
110333,CSCA,11697
110610,CSCA,11698
111243,CSCA,11699
112073,CSCA,11700
112187,CSCA,11701
114318,CSCA,11702
35213,CSIN,11703
35225,CSIN,11704
35261,CSIN,11705
35282,CSIN,11706
35285,CSIN,11707
39799,CSIN,11708
35648,CSIN,11709
35846,CSIN,11710
35888,CSIN,11711
35939,CSIN,11712
35963,CSIN,11713
36053,CSIN,11714
36074,CSIN,11715
36257,CSIN,11716
36299,CSIN,11717
36335,CSIN,11718
36359,CSIN,11719
36416,CSIN,11720
36572,CSIN,11721
39784,CSIN,11722
36677,CSIN,11723
39752,CSIN,11724
36911,CSIN,11725
39755,CSIN,11726
36977,CSIN,11727
36980,CSIN,11728
36995,CSIN,11729
39749,CSIN,11730
37088,CSIN,11731
37283,CSIN,11732
37352,CSIN,11733
50750,CSIN,11734
37514,CSIN,11735
37598,CSIN,11736
37784,CSIN,11737
37787,CSIN,11738
37850,CSIN,11739
37958,CSIN,11740
38180,CSIN,11741
39778,CSIN,11742
38270,CSIN,11743
38423,CSIN,11744
39767,CSIN,11745
39152,CSIN,11746
49232,CSIN,11747
39395,CSIN,11748
39449,CSIN,11749
39710,CSIN,11750
40079,CSIN,11751
40298,CSIN,11752
40352,CSIN,11753
40376,CSIN,11754
40607,CSIN,11755
49268,CSIN,11756
49166,CSIN,11757
43685,CSIN,11758
39746,CSIN,11759
49469,CSIN,11760
49475,CSIN,11761
48704,CSIN,11762
50771,CSIN,11763
48824,CSIN,11764
50774,CSIN,11765
50090,CSIN,11766
50486,CSIN,11767
50525,CSIN,11768
